tax_category,dependent_count,min_amount,max_amount,calculation_type,fixed_tax_amount,parameters,sort_order
ko,7,2210000,2250000,marginal_round_10,,"{""base_amount"":2210000,""base_tax"":547710,""rate_numerator"":4084,""rate_denominator"":10000}",1902
ko,7,2250000,3500000,marginal_round_10,,"{""base_amount"":2250000,""base_tax"":569480,""rate_numerator"":4084,""rate_denominator"":10000}",1903
ko,7,3500000,,marginal_round_10,,"{""base_amount"":3500000,""base_tax"":1079980,""rate_numerator"":45945,""rate_denominator"":100000}",1904
otsu,,0,111000,percentage_floor,,"{""rate_numerator"":3063,""rate_denominator"":100000}",1905
otsu,,111000,113000,fixed,4000,,1906
otsu,,113000,115000,fixed,4100,,1907
otsu,,115000,117000,fixed,4100,,1908
otsu,,117000,119000,fixed,4200,,1909
otsu,,119000,121000,fixed,4300,,1910
otsu,,121000,123000,fixed,4300,,1911
otsu,,123000,125000,fixed,4400,,1912
otsu,,125000,127000,fixed,4500,,1913
otsu,,127000,129000,fixed,4800,,1914
otsu,,129000,131000,fixed,5100,,1915
otsu,,131000,133000,fixed,5400,,1916
otsu,,133000,135000,fixed,5700,,1917
otsu,,135000,137000,fixed,6000,,1918
otsu,,137000,139000,fixed,6300,,1919
otsu,,139000,141000,fixed,6600,,1920
otsu,,141000,143000,fixed,6900,,1921
otsu,,143000,145000,fixed,7200,,1922
otsu,,145000,147000,fixed,7500,,1923
otsu,,147000,149000,fixed,7800,,1924
otsu,,149000,151000,fixed,8100,,1925
otsu,,151000,153000,fixed,8400,,1926
otsu,,153000,155000,fixed,8700,,1927
otsu,,155000,157000,fixed,9000,,1928
otsu,,157000,159000,fixed,9300,,1929
otsu,,159000,161000,fixed,9600,,1930
otsu,,161000,163000,fixed,9900,,1931
otsu,,163000,165000,fixed,10200,,1932
otsu,,165000,167000,fixed,10500,,1933
otsu,,167000,169000,fixed,10800,,1934
otsu,,169000,171000,fixed,11100,,1935
otsu,,171000,173000,fixed,11400,,1936
otsu,,173000,175000,fixed,11700,,1937
otsu,,175000,177000,fixed,12000,,1938
otsu,,177000,179000,fixed,12400,,1939
otsu,,179000,181000,fixed,12700,,1940
otsu,,181000,183000,fixed,13000,,1941
otsu,,183000,185000,fixed,13500,,1942
otsu,,185000,187000,fixed,14200,,1943
otsu,,187000,189000,fixed,14900,,1944
otsu,,189000,191000,fixed,15600,,1945
otsu,,191000,193000,fixed,16300,,1946
otsu,,193000,195000,fixed,17100,,1947
otsu,,195000,197000,fixed,17800,,1948
otsu,,197000,199000,fixed,18500,,1949
otsu,,199000,201000,fixed,19200,,1950
otsu,,201000,203000,fixed,19900,,1951
otsu,,203000,205000,fixed,20500,,1952
otsu,,205000,207000,fixed,21200,,1953
otsu,,207000,209000,fixed,22000,,1954
otsu,,209000,211000,fixed,22700,,1955
otsu,,211000,213000,fixed,23200,,1956
otsu,,213000,215000,fixed,23800,,1957
otsu,,215000,217000,fixed,24400,,1958
otsu,,217000,219000,fixed,24900,,1959
otsu,,219000,221000,fixed,25500,,1960
otsu,,221000,224000,fixed,26100,,1961
otsu,,224000,227000,fixed,27200,,1962
otsu,,227000,230000,fixed,28200,,1963
otsu,,230000,233000,fixed,29200,,1964
otsu,,233000,236000,fixed,30200,,1965
otsu,,236000,239000,fixed,31100,,1966
otsu,,239000,242000,fixed,32200,,1967
otsu,,242000,245000,fixed,33200,,1968
otsu,,245000,248000,fixed,34200,,1969
otsu,,248000,251000,fixed,35200,,1970
otsu,,251000,254000,fixed,36200,,1971
otsu,,254000,257000,fixed,37300,,1972
otsu,,257000,260000,fixed,38300,,1973
otsu,,260000,263000,fixed,39300,,1974
otsu,,263000,266000,fixed,40300,,1975
otsu,,266000,269000,fixed,41200,,1976
otsu,,269000,272000,fixed,42300,,1977
otsu,,272000,275000,fixed,43300,,1978
otsu,,275000,278000,fixed,44300,,1979
otsu,,278000,281000,fixed,45300,,1980
otsu,,281000,284000,fixed,46400,,1981
otsu,,284000,287000,fixed,47400,,1982
otsu,,287000,290000,fixed,48600,,1983
otsu,,290000,293000,fixed,49700,,1984
otsu,,293000,296000,fixed,50800,,1985
otsu,,296000,299000,fixed,52100,,1986
otsu,,299000,302000,fixed,53200,,1987
otsu,,302000,305000,fixed,54400,,1988
otsu,,305000,308000,fixed,55200,,1989
otsu,,308000,311000,fixed,56100,,1990
otsu,,311000,314000,fixed,56900,,1991
otsu,,314000,317000,fixed,57700,,1992
otsu,,317000,320000,fixed,58500,,1993
otsu,,320000,323000,fixed,59400,,1994
otsu,,323000,326000,fixed,60400,,1995
otsu,,326000,329000,fixed,61500,,1996
otsu,,329000,332000,fixed,62500,,1997
otsu,,332000,335000,fixed,63600,,1998
otsu,,335000,338000,fixed,64600,,1999
otsu,,338000,341000,fixed,65700,,2000
otsu,,341000,344000,fixed,66700,,2001
otsu,,344000,347000,fixed,67700,,2002
otsu,,347000,350000,fixed,68700,,2003
otsu,,350000,353000,fixed,69700,,2004
otsu,,353000,356000,fixed,70800,,2005
otsu,,356000,359000,fixed,71800,,2006
otsu,,359000,362000,fixed,72800,,2007
otsu,,362000,365000,fixed,73800,,2008
otsu,,365000,368000,fixed,74800,,2009
otsu,,368000,371000,fixed,75900,,2010
otsu,,371000,374000,fixed,76800,,2011
otsu,,374000,377000,fixed,77700,,2012
otsu,,377000,380000,fixed,78600,,2013
otsu,,380000,383000,fixed,79500,,2014
otsu,,383000,386000,fixed,80500,,2015
otsu,,386000,389000,fixed,81500,,2016
otsu,,389000,392000,fixed,83200,,2017
otsu,,392000,395000,fixed,84900,,2018
otsu,,395000,398000,fixed,86600,,2019
otsu,,398000,401000,fixed,88300,,2020
otsu,,401000,404000,fixed,90100,,2021
otsu,,404000,407000,fixed,91700,,2022
otsu,,407000,410000,fixed,93400,,2023
otsu,,410000,413000,fixed,95200,,2024
otsu,,413000,416000,fixed,96800,,2025
otsu,,416000,419000,fixed,98500,,2026
otsu,,419000,422000,fixed,100300,,2027
otsu,,422000,425000,fixed,101900,,2028
otsu,,425000,428000,fixed,103600,,2029
otsu,,428000,431000,fixed,105400,,2030
otsu,,431000,434000,fixed,107000,,2031
otsu,,434000,437000,fixed,108700,,2032
otsu,,437000,440000,fixed,110500,,2033
otsu,,440000,443000,fixed,112100,,2034
otsu,,443000,446000,fixed,113800,,2035
otsu,,446000,449000,fixed,115500,,2036
otsu,,449000,452000,fixed,117200,,2037
otsu,,452000,455000,fixed,118900,,2038
otsu,,455000,458000,fixed,120600,,2039
otsu,,458000,461000,fixed,122300,,2040
otsu,,461000,464000,fixed,124100,,2041
otsu,,464000,467000,fixed,125700,,2042
otsu,,467000,470000,fixed,127400,,2043
otsu,,470000,473000,fixed,129200,,2044
otsu,,473000,476000,fixed,130800,,2045
otsu,,476000,479000,fixed,132400,,2046
otsu,,479000,482000,fixed,134100,,2047
otsu,,482000,485000,fixed,135600,,2048
otsu,,485000,488000,fixed,137200,,2049
otsu,,488000,491000,fixed,138900,,2050
otsu,,491000,494000,fixed,140500,,2051
otsu,,494000,497000,fixed,142000,,2052
otsu,,497000,500000,fixed,143700,,2053
otsu,,500000,503000,fixed,145300,,2054
otsu,,503000,506000,fixed,146900,,2055
otsu,,506000,509000,fixed,148500,,2056
otsu,,509000,512000,fixed,150100,,2057
otsu,,512000,515000,fixed,151700,,2058
otsu,,515000,518000,fixed,153400,,2059
otsu,,518000,521000,fixed,154900,,2060
otsu,,521000,524000,fixed,156500,,2061
otsu,,524000,527000,fixed,158200,,2062
otsu,,527000,530000,fixed,159800,,2063
otsu,,530000,533000,fixed,161300,,2064
otsu,,533000,536000,fixed,162700,,2065
otsu,,536000,539000,fixed,164300,,2066
otsu,,539000,542000,fixed,165700,,2067
otsu,,542000,545000,fixed,167100,,2068
otsu,,545000,548000,fixed,168700,,2069
otsu,,548000,551000,fixed,170100,,2070
otsu,,551000,554000,fixed,171600,,2071
otsu,,554000,557000,fixed,173100,,2072
otsu,,557000,560000,fixed,174500,,2073
otsu,,560000,563000,fixed,176000,,2074
otsu,,563000,566000,fixed,177400,,2075
otsu,,566000,569000,fixed,179000,,2076
otsu,,569000,572000,fixed,180400,,2077
otsu,,572000,575000,fixed,181800,,2078
otsu,,575000,578000,fixed,183400,,2079
otsu,,578000,581000,fixed,184800,,2080
otsu,,581000,584000,fixed,186300,,2081
otsu,,584000,587000,fixed,187800,,2082
otsu,,587000,590000,fixed,189200,,2083
otsu,,590000,593000,fixed,190700,,2084
otsu,,593000,596000,fixed,192200,,2085
otsu,,596000,599000,fixed,193700,,2086
otsu,,599000,602000,fixed,195100,,2087
otsu,,602000,605000,fixed,196500,,2088
otsu,,605000,608000,fixed,198100,,2089
otsu,,608000,611000,fixed,199500,,2090
otsu,,611000,614000,fixed,201000,,2091
otsu,,614000,617000,fixed,202500,,2092
otsu,,617000,620000,fixed,203900,,2093
otsu,,620000,623000,fixed,205400,,2094
otsu,,623000,626000,fixed,206900,,2095
otsu,,626000,629000,fixed,208400,,2096
otsu,,629000,632000,fixed,209800,,2097
otsu,,632000,635000,fixed,211200,,2098
otsu,,635000,638000,fixed,212800,,2099
otsu,,638000,641000,fixed,214200,,2100
otsu,,641000,644000,fixed,215700,,2101
otsu,,644000,647000,fixed,217000,,2102
otsu,,647000,650000,fixed,218000,,2103
otsu,,650000,653000,fixed,219000,,2104
otsu,,653000,656000,fixed,220000,,2105
otsu,,656000,659000,fixed,221000,,2106
otsu,,659000,662000,fixed,222100,,2107
otsu,,662000,665000,fixed,223100,,2108
otsu,,665000,668000,fixed,224100,,2109
otsu,,668000,671000,fixed,225000,,2110
otsu,,671000,674000,fixed,226000,,2111
otsu,,674000,677000,fixed,227100,,2112
otsu,,677000,680000,fixed,228100,,2113
otsu,,680000,683000,fixed,229100,,2114
otsu,,683000,686000,fixed,230100,,2115
otsu,,686000,689000,fixed,231200,,2116
otsu,,689000,692000,fixed,232800,,2117
otsu,,692000,695000,fixed,234300,,2118
otsu,,695000,698000,fixed,235900,,2119
otsu,,698000,701000,fixed,237400,,2120
otsu,,701000,704000,fixed,238900,,2121
otsu,,704000,707000,fixed,240400,,2122
otsu,,707000,710000,fixed,242000,,2123
otsu,,710000,713000,fixed,243600,,2124
otsu,,713000,716000,fixed,245100,,2125
otsu,,716000,719000,fixed,246700,,2126
otsu,,719000,722000,fixed,248200,,2127
otsu,,722000,725000,fixed,249700,,2128
otsu,,725000,728000,fixed,251300,,2129
otsu,,728000,731000,fixed,252800,,2130
otsu,,731000,734000,fixed,254400,,2131
otsu,,734000,737000,fixed,256000,,2132
otsu,,737000,740000,fixed,257500,,2133
otsu,,740000,1720000,marginal_floor,,"{""base_amount"":740000,""base_tax"":259000,""rate_numerator"":4084,""rate_denominator"":10000}",2134
otsu,,1720000,,marginal_floor,,"{""base_amount"":1720000,""base_tax"":659300,""rate_numerator"":45945,""rate_denominator"":100000}",2135
