tax_category,dependent_count,min_amount,max_amount,calculation_type,fixed_tax_amount,parameters,sort_order
ko,0,335000,338000,fixed,10510,,98
ko,0,338000,341000,fixed,10750,,99
ko,0,341000,344000,fixed,11000,,100
ko,0,344000,347000,fixed,11240,,101
ko,0,347000,350000,fixed,11490,,102
ko,0,350000,353000,fixed,11730,,103
ko,0,353000,356000,fixed,11980,,104
ko,0,356000,359000,fixed,12220,,105
ko,0,359000,362000,fixed,12470,,106
ko,0,362000,365000,fixed,12710,,107
ko,0,365000,368000,fixed,12960,,108
ko,0,368000,371000,fixed,13200,,109
ko,0,371000,374000,fixed,13450,,110
ko,0,374000,377000,fixed,13690,,111
ko,0,377000,380000,fixed,13940,,112
ko,0,380000,383000,fixed,14180,,113
ko,0,383000,386000,fixed,14430,,114
ko,0,386000,389000,fixed,14670,,115
ko,0,389000,392000,fixed,14920,,116
ko,0,392000,395000,fixed,15160,,117
ko,0,395000,398000,fixed,15410,,118
ko,0,398000,401000,fixed,15650,,119
ko,0,401000,404000,fixed,15900,,120
ko,0,404000,407000,fixed,16140,,121
ko,0,407000,410000,fixed,16390,,122
ko,0,410000,413000,fixed,16630,,123
ko,0,413000,416000,fixed,16880,,124
ko,0,416000,419000,fixed,17120,,125
ko,0,419000,422000,fixed,17370,,126
ko,0,422000,425000,fixed,17610,,127
ko,0,425000,428000,fixed,17860,,128
ko,0,428000,431000,fixed,18100,,129
ko,0,431000,434000,fixed,18350,,130
ko,0,434000,437000,fixed,18590,,131
ko,0,437000,440000,fixed,18840,,132
ko,0,440000,443000,fixed,19080,,133
ko,0,443000,446000,fixed,19330,,134
ko,0,446000,449000,fixed,19570,,135
ko,0,449000,452000,fixed,19860,,136
ko,0,452000,455000,fixed,20350,,137
ko,0,455000,458000,fixed,20840,,138
ko,0,458000,461000,fixed,21330,,139
ko,0,461000,464000,fixed,21820,,140
ko,0,464000,467000,fixed,22310,,141
ko,0,467000,470000,fixed,22800,,142
ko,0,470000,473000,fixed,23290,,143
ko,0,473000,476000,fixed,23780,,144
ko,0,476000,479000,fixed,24270,,145
ko,0,479000,482000,fixed,24760,,146
ko,0,482000,485000,fixed,25250,,147
ko,0,485000,488000,fixed,25740,,148
ko,0,488000,491000,fixed,26230,,149
ko,0,491000,494000,fixed,26720,,150
ko,0,494000,497000,fixed,27210,,151
ko,0,497000,500000,fixed,27700,,152
ko,0,500000,503000,fixed,28190,,153
ko,0,503000,506000,fixed,28680,,154
ko,0,506000,509000,fixed,29170,,155
ko,0,509000,512000,fixed,29660,,156
ko,0,512000,515000,fixed,30150,,157
ko,0,515000,518000,fixed,30640,,158
ko,0,518000,521000,fixed,31130,,159
ko,0,521000,524000,fixed,31620,,160
ko,0,524000,527000,fixed,32110,,161
ko,0,527000,530000,fixed,32600,,162
ko,0,530000,533000,fixed,33090,,163
ko,0,533000,536000,fixed,33580,,164
ko,0,536000,539000,fixed,34070,,165
ko,0,539000,542000,fixed,34560,,166
ko,0,542000,545000,fixed,35050,,167
ko,0,545000,548000,fixed,35540,,168
ko,0,548000,551000,fixed,36030,,169
ko,0,551000,554000,fixed,36570,,170
ko,0,554000,557000,fixed,37120,,171
ko,0,557000,560000,fixed,37670,,172
ko,0,560000,563000,fixed,38230,,173
ko,0,563000,566000,fixed,38780,,174
ko,0,566000,569000,fixed,39330,,175
ko,0,569000,572000,fixed,39880,,176
ko,0,572000,575000,fixed,40430,,177
ko,0,575000,578000,fixed,40980,,178
ko,0,578000,581000,fixed,41530,,179
ko,0,581000,584000,fixed,42090,,180
ko,0,584000,587000,fixed,42640,,181
ko,0,587000,590000,fixed,43190,,182
ko,0,590000,593000,fixed,43740,,183
ko,0,593000,596000,fixed,44290,,184
ko,0,596000,599000,fixed,44840,,185
ko,0,599000,602000,fixed,45390,,186
ko,0,602000,605000,fixed,45950,,187
ko,0,605000,608000,fixed,46500,,188
ko,0,608000,611000,fixed,47050,,189
ko,0,611000,614000,fixed,47600,,190
ko,0,614000,617000,fixed,48150,,191
ko,0,617000,620000,fixed,48700,,192
ko,0,620000,623000,fixed,49250,,193
ko,0,623000,626000,fixed,49800,,194
ko,0,626000,629000,fixed,50360,,195
ko,0,629000,632000,fixed,50910,,196
ko,0,632000,635000,fixed,51460,,197
ko,0,635000,638000,fixed,52010,,198
ko,0,638000,641000,fixed,52560,,199
ko,0,641000,644000,fixed,53110,,200
ko,0,644000,647000,fixed,53660,,201
ko,0,647000,650000,fixed,54220,,202
ko,0,650000,653000,fixed,54770,,203
ko,0,653000,656000,fixed,55320,,204
ko,0,656000,659000,fixed,55870,,205
ko,0,659000,662000,fixed,56420,,206
ko,0,662000,665000,fixed,56970,,207
ko,0,665000,668000,fixed,57520,,208
ko,0,668000,671000,fixed,58070,,209
ko,0,671000,674000,fixed,58630,,210
ko,0,674000,677000,fixed,59180,,211
ko,0,677000,680000,fixed,59730,,212
ko,0,680000,683000,fixed,60280,,213
ko,0,683000,686000,fixed,60830,,214
ko,0,686000,689000,fixed,61380,,215
ko,0,689000,692000,fixed,61930,,216
ko,0,692000,695000,fixed,62490,,217
ko,0,695000,698000,fixed,63040,,218
ko,0,698000,701000,fixed,63590,,219
ko,0,701000,704000,fixed,64140,,220
ko,0,704000,707000,fixed,64690,,221
ko,0,707000,710000,fixed,65250,,222
ko,0,710000,713000,fixed,65860,,223
ko,0,713000,716000,fixed,66480,,224
ko,0,716000,719000,fixed,67090,,225
ko,0,719000,722000,fixed,67700,,226
ko,0,722000,725000,fixed,68320,,227
ko,0,725000,728000,fixed,68930,,228
ko,0,728000,731000,fixed,69540,,229
ko,0,731000,734000,fixed,70150,,230
ko,0,734000,737000,fixed,70770,,231
ko,0,737000,740000,fixed,71380,,232
ko,0,740000,790000,marginal_round_10,,"{""base_amount"":740000,""base_tax"":71680,""rate_numerator"":2042,""rate_denominator"":10000}",233
ko,0,790000,960000,marginal_round_10,,"{""base_amount"":790000,""base_tax"":81890,""rate_numerator"":23483,""rate_denominator"":100000}",234
ko,0,960000,1710000,marginal_round_10,,"{""base_amount"":960000,""base_tax"":121820,""rate_numerator"":33693,""rate_denominator"":100000}",235
ko,0,1710000,2130000,marginal_round_10,,"{""base_amount"":1710000,""base_tax"":374520,""rate_numerator"":4084,""rate_denominator"":10000}",236
ko,0,2130000,2170000,marginal_round_10,,"{""base_amount"":2130000,""base_tax"":549440,""rate_numerator"":4084,""rate_denominator"":10000}",237
ko,0,2170000,2210000,marginal_round_10,,"{""base_amount"":2170000,""base_tax"":571220,""rate_numerator"":4084,""rate_denominator"":10000}",238
ko,0,2210000,2250000,marginal_round_10,,"{""base_amount"":2210000,""base_tax"":593000,""rate_numerator"":4084,""rate_denominator"":10000}",239
ko,0,2250000,3500000,marginal_round_10,,"{""base_amount"":2250000,""base_tax"":614770,""rate_numerator"":4084,""rate_denominator"":10000}",240
ko,0,3500000,,marginal_round_10,,"{""base_amount"":3500000,""base_tax"":1125270,""rate_numerator"":45945,""rate_denominator"":100000}",241
ko,1,0,105000,fixed,0,,242
ko,1,105000,107000,fixed,0,,243
ko,1,107000,109000,fixed,0,,244
ko,1,109000,111000,fixed,0,,245
ko,1,111000,113000,fixed,0,,246
ko,1,113000,115000,fixed,0,,247
ko,1,115000,117000,fixed,0,,248
ko,1,117000,119000,fixed,0,,249
ko,1,119000,121000,fixed,0,,250
ko,1,121000,123000,fixed,0,,251
ko,1,123000,125000,fixed,0,,252
ko,1,125000,127000,fixed,0,,253
ko,1,127000,129000,fixed,0,,254
ko,1,129000,131000,fixed,0,,255
ko,1,131000,133000,fixed,0,,256
ko,1,133000,135000,fixed,0,,257
ko,1,135000,137000,fixed,0,,258
ko,1,137000,139000,fixed,190,,259
ko,1,139000,141000,fixed,300,,260
ko,1,141000,143000,fixed,400,,261
ko,1,143000,145000,fixed,500,,262
ko,1,145000,147000,fixed,600,,263
ko,1,147000,149000,fixed,700,,264
ko,1,149000,151000,fixed,810,,265
ko,1,151000,153000,fixed,910,,266
ko,1,153000,155000,fixed,1010,,267
ko,1,155000,157000,fixed,1110,,268
ko,1,157000,159000,fixed,1210,,269
ko,1,159000,161000,fixed,1300,,270
ko,1,161000,163000,fixed,1370,,271
ko,1,163000,165000,fixed,1440,,272
ko,1,165000,167000,fixed,1510,,273
ko,1,167000,169000,fixed,1580,,274
ko,1,169000,171000,fixed,1650,,275
ko,1,171000,173000,fixed,1730,,276
ko,1,173000,175000,fixed,1800,,277
ko,1,175000,177000,fixed,1870,,278
ko,1,177000,179000,fixed,1940,,279
ko,1,179000,181000,fixed,2010,,280
ko,1,181000,183000,fixed,2080,,281
ko,1,183000,185000,fixed,2150,,282
ko,1,185000,187000,fixed,2230,,283
ko,1,187000,189000,fixed,2300,,284
ko,1,189000,191000,fixed,2370,,285
ko,1,191000,193000,fixed,2440,,286
ko,1,193000,195000,fixed,2510,,287
ko,1,195000,197000,fixed,2580,,288
ko,1,197000,199000,fixed,2650,,289
ko,1,199000,201000,fixed,2730,,290
ko,1,201000,203000,fixed,2800,,291
ko,1,203000,205000,fixed,2870,,292
ko,1,205000,207000,fixed,2940,,293
ko,1,207000,209000,fixed,3010,,294
ko,1,209000,211000,fixed,3080,,295
ko,1,211000,213000,fixed,3150,,296
ko,1,213000,215000,fixed,3230,,297
ko,1,215000,217000,fixed,3300,,298
ko,1,217000,219000,fixed,3370,,299
ko,1,219000,221000,fixed,3440,,300
ko,1,221000,224000,fixed,3520,,301
ko,1,224000,227000,fixed,3630,,302
ko,1,227000,230000,fixed,3740,,303
ko,1,230000,233000,fixed,3850,,304
ko,1,233000,236000,fixed,3950,,305
ko,1,236000,239000,fixed,4060,,306
ko,1,239000,242000,fixed,4170,,307
ko,1,242000,245000,fixed,4280,,308
ko,1,245000,248000,fixed,4380,,309
ko,1,248000,251000,fixed,4490,,310
ko,1,251000,254000,fixed,4590,,311
ko,1,254000,257000,fixed,4710,,312
ko,1,257000,260000,fixed,4810,,313
ko,1,260000,263000,fixed,4920,,314
ko,1,263000,266000,fixed,5020,,315
ko,1,266000,269000,fixed,5140,,316
ko,1,269000,272000,fixed,5240,,317
ko,1,272000,275000,fixed,5350,,318
ko,1,275000,278000,fixed,5450,,319
ko,1,278000,281000,fixed,5560,,320
ko,1,281000,284000,fixed,5670,,321
ko,1,284000,287000,fixed,5780,,322
ko,1,287000,290000,fixed,5880,,323
ko,1,290000,293000,fixed,5990,,324
ko,1,293000,296000,fixed,6100,,325
ko,1,296000,299000,fixed,6210,,326
ko,1,299000,302000,fixed,6320,,327
ko,1,302000,305000,fixed,6440,,328
ko,1,305000,308000,fixed,6570,,329
ko,1,308000,311000,fixed,6690,,330
ko,1,311000,314000,fixed,6810,,331
ko,1,314000,317000,fixed,6930,,332
ko,1,317000,320000,fixed,7060,,333
ko,1,320000,323000,fixed,7180,,334
ko,1,323000,326000,fixed,7300,,335
ko,1,326000,329000,fixed,7420,,336
ko,1,329000,332000,fixed,7550,,337
ko,1,332000,335000,fixed,7670,,338
ko,1,335000,338000,fixed,7790,,339
ko,1,338000,341000,fixed,7910,,340
ko,1,341000,344000,fixed,8040,,341
ko,1,344000,347000,fixed,8160,,342
ko,1,347000,350000,fixed,8280,,343
ko,1,350000,353000,fixed,8500,,344
ko,1,353000,356000,fixed,8750,,345
ko,1,356000,359000,fixed,9000,,346
ko,1,359000,362000,fixed,9240,,347
ko,1,362000,365000,fixed,9490,,348
ko,1,365000,368000,fixed,9730,,349
ko,1,368000,371000,fixed,9980,,350
ko,1,371000,374000,fixed,10220,,351
ko,1,374000,377000,fixed,10470,,352
ko,1,377000,380000,fixed,10710,,353
ko,1,380000,383000,fixed,10960,,354
ko,1,383000,386000,fixed,11200,,355
ko,1,386000,389000,fixed,11450,,356
ko,1,389000,392000,fixed,11690,,357
ko,1,392000,395000,fixed,11940,,358
ko,1,395000,398000,fixed,12180,,359
ko,1,398000,401000,fixed,12430,,360
ko,1,401000,404000,fixed,12670,,361
ko,1,404000,407000,fixed,12920,,362
ko,1,407000,410000,fixed,13160,,363
ko,1,410000,413000,fixed,13410,,364
ko,1,413000,416000,fixed,13650,,365
ko,1,416000,419000,fixed,13900,,366
ko,1,419000,422000,fixed,14140,,367
ko,1,422000,425000,fixed,14390,,368
ko,1,425000,428000,fixed,14630,,369
ko,1,428000,431000,fixed,14880,,370
ko,1,431000,434000,fixed,15120,,371
ko,1,434000,437000,fixed,15370,,372
ko,1,437000,440000,fixed,15610,,373
ko,1,440000,443000,fixed,15860,,374
ko,1,443000,446000,fixed,16100,,375
ko,1,446000,449000,fixed,16350,,376
ko,1,449000,452000,fixed,16590,,377
ko,1,452000,455000,fixed,16840,,378
ko,1,455000,458000,fixed,17080,,379
ko,1,458000,461000,fixed,17330,,380
ko,1,461000,464000,fixed,17570,,381
ko,1,464000,467000,fixed,17820,,382
ko,1,467000,470000,fixed,18060,,383
ko,1,470000,473000,fixed,18310,,384
ko,1,473000,476000,fixed,18550,,385
ko,1,476000,479000,fixed,18800,,386
ko,1,479000,482000,fixed,19040,,387
ko,1,482000,485000,fixed,19290,,388
ko,1,485000,488000,fixed,19530,,389
ko,1,488000,491000,fixed,19780,,390
ko,1,491000,494000,fixed,20260,,391
ko,1,494000,497000,fixed,20750,,392
ko,1,497000,500000,fixed,21240,,393
ko,1,500000,503000,fixed,21730,,394
ko,1,503000,506000,fixed,22220,,395
ko,1,506000,509000,fixed,22710,,396
ko,1,509000,512000,fixed,23200,,397
ko,1,512000,515000,fixed,23690,,398
ko,1,515000,518000,fixed,24180,,399
ko,1,518000,521000,fixed,24670,,400
ko,1,521000,524000,fixed,25160,,401
ko,1,524000,527000,fixed,25650,,402
ko,1,527000,530000,fixed,26140,,403
ko,1,530000,533000,fixed,26630,,404
ko,1,533000,536000,fixed,27120,,405
ko,1,536000,539000,fixed,27610,,406
ko,1,539000,542000,fixed,28100,,407
ko,1,542000,545000,fixed,28590,,408
ko,1,545000,548000,fixed,29080,,409
ko,1,548000,551000,fixed,29570,,410
ko,1,551000,554000,fixed,30110,,411
ko,1,554000,557000,fixed,30660,,412
ko,1,557000,560000,fixed,31210,,413
ko,1,560000,563000,fixed,31760,,414
ko,1,563000,566000,fixed,32310,,415
ko,1,566000,569000,fixed,32870,,416
ko,1,569000,572000,fixed,33420,,417
ko,1,572000,575000,fixed,33970,,418
ko,1,575000,578000,fixed,34520,,419
ko,1,578000,581000,fixed,35070,,420
ko,1,581000,584000,fixed,35620,,421
ko,1,584000,587000,fixed,36170,,422
ko,1,587000,590000,fixed,36730,,423
ko,1,590000,593000,fixed,37280,,424
ko,1,593000,596000,fixed,37830,,425
ko,1,596000,599000,fixed,38380,,426
ko,1,599000,602000,fixed,38930,,427
ko,1,602000,605000,fixed,39480,,428
ko,1,605000,608000,fixed,40030,,429
ko,1,608000,611000,fixed,40580,,430
ko,1,611000,614000,fixed,41140,,431
ko,1,614000,617000,fixed,41690,,432
ko,1,617000,620000,fixed,42240,,433
ko,1,620000,623000,fixed,42790,,434
ko,1,623000,626000,fixed,43340,,435
ko,1,626000,629000,fixed,43890,,436
ko,1,629000,632000,fixed,44440,,437
ko,1,632000,635000,fixed,45000,,438
ko,1,635000,638000,fixed,45550,,439
ko,1,638000,641000,fixed,46100,,440
ko,1,641000,644000,fixed,46650,,441
ko,1,644000,647000,fixed,47200,,442
ko,1,647000,650000,fixed,47750,,443
ko,1,650000,653000,fixed,48300,,444
ko,1,653000,656000,fixed,48850,,445
ko,1,656000,659000,fixed,49410,,446
ko,1,659000,662000,fixed,49960,,447
ko,1,662000,665000,fixed,50510,,448
ko,1,665000,668000,fixed,51060,,449
ko,1,668000,671000,fixed,51610,,450
ko,1,671000,674000,fixed,52160,,451
ko,1,674000,677000,fixed,52710,,452
ko,1,677000,680000,fixed,53270,,453
ko,1,680000,683000,fixed,53820,,454
ko,1,683000,686000,fixed,54370,,455
ko,1,686000,689000,fixed,54920,,456
ko,1,689000,692000,fixed,55470,,457
ko,1,692000,695000,fixed,56020,,458
ko,1,695000,698000,fixed,56570,,459
ko,1,698000,701000,fixed,57120,,460
ko,1,701000,704000,fixed,57680,,461
ko,1,704000,707000,fixed,58230,,462
ko,1,707000,710000,fixed,58780,,463
ko,1,710000,713000,fixed,59390,,464
ko,1,713000,716000,fixed,60000,,465
ko,1,716000,719000,fixed,60620,,466
ko,1,719000,722000,fixed,61230,,467
ko,1,722000,725000,fixed,61840,,468
ko,1,725000,728000,fixed,62450,,469
ko,1,728000,731000,fixed,63070,,470
ko,1,731000,734000,fixed,63680,,471
ko,1,734000,737000,fixed,64290,,472
ko,1,737000,740000,fixed,64900,,473
ko,1,740000,790000,marginal_round_10,,"{""base_amount"":740000,""base_tax"":65210,""rate_numerator"":2042,""rate_denominator"":10000}",474
ko,1,790000,960000,marginal_round_10,,"{""base_amount"":790000,""base_tax"":75420,""rate_numerator"":23483,""rate_denominator"":100000}",475
ko,1,960000,1710000,marginal_round_10,,"{""base_amount"":960000,""base_tax"":115340,""rate_numerator"":33693,""rate_denominator"":100000}",476
ko,1,1710000,2130000,marginal_round_10,,"{""base_amount"":1710000,""base_tax"":368040,""rate_numerator"":4084,""rate_denominator"":10000}",477
ko,1,2130000,2170000,marginal_round_10,,"{""base_amount"":2130000,""base_tax"":542970,""rate_numerator"":4084,""rate_denominator"":10000}",478
ko,1,2170000,2210000,marginal_round_10,,"{""base_amount"":2170000,""base_tax"":564750,""rate_numerator"":4084,""rate_denominator"":10000}",479
ko,1,2210000,2250000,marginal_round_10,,"{""base_amount"":2210000,""base_tax"":586520,""rate_numerator"":4084,""rate_denominator"":10000}",480
ko,1,2250000,3500000,marginal_round_10,,"{""base_amount"":2250000,""base_tax"":608300,""rate_numerator"":4084,""rate_denominator"":10000}",481
ko,1,3500000,,marginal_round_10,,"{""base_amount"":3500000,""base_tax"":1118800,""rate_numerator"":45945,""rate_denominator"":100000}",482
ko,2,0,105000,fixed,0,,483
ko,2,105000,107000,fixed,0,,484
ko,2,107000,109000,fixed,0,,485
ko,2,109000,111000,fixed,0,,486
ko,2,111000,113000,fixed,0,,487
ko,2,113000,115000,fixed,0,,488
ko,2,115000,117000,fixed,0,,489
ko,2,117000,119000,fixed,0,,490
ko,2,119000,121000,fixed,0,,491
ko,2,121000,123000,fixed,0,,492
ko,2,123000,125000,fixed,0,,493
ko,2,125000,127000,fixed,0,,494
ko,2,127000,129000,fixed,0,,495
ko,2,129000,131000,fixed,0,,496
ko,2,131000,133000,fixed,0,,497
ko,2,133000,135000,fixed,0,,498
ko,2,135000,137000,fixed,0,,499
ko,2,137000,139000,fixed,0,,500
ko,2,139000,141000,fixed,0,,501
ko,2,141000,143000,fixed,0,,502
ko,2,143000,145000,fixed,0,,503
ko,2,145000,147000,fixed,0,,504
ko,2,147000,149000,fixed,0,,505
ko,2,149000,151000,fixed,0,,506
ko,2,151000,153000,fixed,0,,507
ko,2,153000,155000,fixed,0,,508
ko,2,155000,157000,fixed,0,,509
ko,2,157000,159000,fixed,0,,510
ko,2,159000,161000,fixed,0,,511
ko,2,161000,163000,fixed,0,,512
ko,2,163000,165000,fixed,0,,513
ko,2,165000,167000,fixed,0,,514
ko,2,167000,169000,fixed,0,,515
ko,2,169000,171000,fixed,0,,516
ko,2,171000,173000,fixed,100,,517
ko,2,173000,175000,fixed,170,,518
ko,2,175000,177000,fixed,250,,519
ko,2,177000,179000,fixed,320,,520
ko,2,179000,181000,fixed,390,,521
ko,2,181000,183000,fixed,460,,522
ko,2,183000,185000,fixed,530,,523
ko,2,185000,187000,fixed,600,,524
ko,2,187000,189000,fixed,670,,525
ko,2,189000,191000,fixed,750,,526
ko,2,191000,193000,fixed,820,,527
ko,2,193000,195000,fixed,890,,528
ko,2,195000,197000,fixed,960,,529
ko,2,197000,199000,fixed,1030,,530
ko,2,199000,201000,fixed,1100,,531
ko,2,201000,203000,fixed,1170,,532
ko,2,203000,205000,fixed,1250,,533
ko,2,205000,207000,fixed,1320,,534
ko,2,207000,209000,fixed,1390,,535
ko,2,209000,211000,fixed,1460,,536
ko,2,211000,213000,fixed,1530,,537
ko,2,213000,215000,fixed,1600,,538
ko,2,215000,217000,fixed,1670,,539
ko,2,217000,219000,fixed,1750,,540
ko,2,219000,221000,fixed,1820,,541
ko,2,221000,224000,fixed,1910,,542
ko,2,224000,227000,fixed,2020,,543
ko,2,227000,230000,fixed,2120,,544
ko,2,230000,233000,fixed,2240,,545
ko,2,233000,236000,fixed,2340,,546
ko,2,236000,239000,fixed,2450,,547
ko,2,239000,242000,fixed,2550,,548
ko,2,242000,245000,fixed,2660,,549
ko,2,245000,248000,fixed,2770,,550
ko,2,248000,251000,fixed,2880,,551
ko,2,251000,254000,fixed,2980,,552
ko,2,254000,257000,fixed,3090,,553
ko,2,257000,260000,fixed,3200,,554
ko,2,260000,263000,fixed,3310,,555
ko,2,263000,266000,fixed,3410,,556
ko,2,266000,269000,fixed,3520,,557
ko,2,269000,272000,fixed,3620,,558
ko,2,272000,275000,fixed,3740,,559
ko,2,275000,278000,fixed,3840,,560
ko,2,278000,281000,fixed,3950,,561
ko,2,281000,284000,fixed,4050,,562
ko,2,284000,287000,fixed,4170,,563
ko,2,287000,290000,fixed,4270,,564
ko,2,290000,293000,fixed,4380,,565
ko,2,293000,296000,fixed,4480,,566
ko,2,296000,299000,fixed,4590,,567
ko,2,299000,302000,fixed,4700,,568
ko,2,302000,305000,fixed,4820,,569
ko,2,305000,308000,fixed,4940,,570
ko,2,308000,311000,fixed,5060,,571
ko,2,311000,314000,fixed,5190,,572
ko,2,314000,317000,fixed,5310,,573
ko,2,317000,320000,fixed,5430,,574
ko,2,320000,323000,fixed,5550,,575
ko,2,323000,326000,fixed,5680,,576
ko,2,326000,329000,fixed,5800,,577
ko,2,329000,332000,fixed,5920,,578
ko,2,332000,335000,fixed,6040,,579
ko,2,335000,338000,fixed,6170,,580
ko,2,338000,341000,fixed,6290,,581
ko,2,341000,344000,fixed,6410,,582
ko,2,344000,347000,fixed,6530,,583
ko,2,347000,350000,fixed,6660,,584
ko,2,350000,353000,fixed,6780,,585
ko,2,353000,356000,fixed,6900,,586
ko,2,356000,359000,fixed,7020,,587
ko,2,359000,362000,fixed,7150,,588
ko,2,362000,365000,fixed,7270,,589
ko,2,365000,368000,fixed,7390,,590
ko,2,368000,371000,fixed,7510,,591
ko,2,371000,374000,fixed,7640,,592
ko,2,374000,377000,fixed,7760,,593
ko,2,377000,380000,fixed,7880,,594
ko,2,380000,383000,fixed,8000,,595
ko,2,383000,386000,fixed,8130,,596
ko,2,386000,389000,fixed,8250,,597
ko,2,389000,392000,fixed,8450,,598
ko,2,392000,395000,fixed,8700,,599
ko,2,395000,398000,fixed,8940,,600
ko,2,398000,401000,fixed,9190,,601
ko,2,401000,404000,fixed,9430,,602
ko,2,404000,407000,fixed,9680,,603
ko,2,407000,410000,fixed,9920,,604
ko,2,410000,413000,fixed,10170,,605
ko,2,413000,416000,fixed,10410,,606
ko,2,416000,419000,fixed,10660,,607
ko,2,419000,422000,fixed,10900,,608
ko,2,422000,425000,fixed,11150,,609
ko,2,425000,428000,fixed,11390,,610
ko,2,428000,431000,fixed,11640,,611
ko,2,431000,434000,fixed,11880,,612
ko,2,434000,437000,fixed,12130,,613
ko,2,437000,440000,fixed,12370,,614
ko,2,440000,443000,fixed,12620,,615
ko,2,443000,446000,fixed,12860,,616
ko,2,446000,449000,fixed,13110,,617
ko,2,449000,452000,fixed,13350,,618
ko,2,452000,455000,fixed,13600,,619
ko,2,455000,458000,fixed,13840,,620
ko,2,458000,461000,fixed,14090,,621
ko,2,461000,464000,fixed,14330,,622
ko,2,464000,467000,fixed,14580,,623
